jobid,instance,mutator,L,repl,seed
251,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-F,100,1,140892
252,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-F,100,2,905036
253,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-F,100,3,249524
254,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-F,100,4,247515
255,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-F,100,5,653160
256,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-F,100,6,831878
257,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-F,100,7,339564
258,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-F,100,8,237719
259,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-F,100,9,485499
260,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-F,100,10,599160
261,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-PRE,100,1,140892
262,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-PRE,100,2,905036
263,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-PRE,100,3,249524
264,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-PRE,100,4,247515
265,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-PRE,100,5,653160
266,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-PRE,100,6,831878
267,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-PRE,100,7,339564
268,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-PRE,100,8,237719
269,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-PRE,100,9,485499
270,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,USGS-PRE,100,10,599160
271,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,SGS,100,1,140892
272,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,SGS,100,2,905036
273,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,SGS,100,3,249524
274,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,SGS,100,4,247515
275,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,SGS,100,5,653160
276,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,SGS,100,6,831878
277,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,SGS,100,7,339564
278,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,SGS,100,8,237719
279,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,SGS,100,9,485499
280,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,SGS,100,10,599160
281,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-L,100,1,140892
282,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-L,100,2,905036
283,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-L,100,3,249524
284,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-L,100,4,247515
285,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-L,100,5,653160
286,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-L,100,6,831878
287,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-L,100,7,339564
288,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-L,100,8,237719
289,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-L,100,9,485499
290,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-L,100,10,599160
291,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-G,100,1,140892
292,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-G,100,2,905036
293,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-G,100,3,249524
294,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-G,100,4,247515
295,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-G,100,5,653160
296,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-G,100,6,831878
297,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-G,100,7,339564
298,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-G,100,8,237719
299,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-G,100,9,485499
300,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph,IF-G,100,10,599160
301,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-F,100,1,140892
302,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-F,100,2,905036
303,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-F,100,3,249524
304,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-F,100,4,247515
305,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-F,100,5,653160
306,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-F,100,6,831878
307,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-F,100,7,339564
308,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-F,100,8,237719
309,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-F,100,9,485499
310,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-F,100,10,599160
311,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-PRE,100,1,140892
312,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-PRE,100,2,905036
313,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-PRE,100,3,249524
314,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-PRE,100,4,247515
315,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-PRE,100,5,653160
316,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-PRE,100,6,831878
317,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-PRE,100,7,339564
318,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-PRE,100,8,237719
319,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-PRE,100,9,485499
320,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,USGS-PRE,100,10,599160
321,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,SGS,100,1,140892
322,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,SGS,100,2,905036
323,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,SGS,100,3,249524
324,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,SGS,100,4,247515
325,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,SGS,100,5,653160
326,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,SGS,100,6,831878
327,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,SGS,100,7,339564
328,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,SGS,100,8,237719
329,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,SGS,100,9,485499
330,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,SGS,100,10,599160
331,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-L,100,1,140892
332,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-L,100,2,905036
333,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-L,100,3,249524
334,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-L,100,4,247515
335,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-L,100,5,653160
336,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-L,100,6,831878
337,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-L,100,7,339564
338,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-L,100,8,237719
339,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-L,100,9,485499
340,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-L,100,10,599160
341,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-G,100,1,140892
342,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-G,100,2,905036
343,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-G,100,3,249524
344,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-G,100,4,247515
345,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-G,100,5,653160
346,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-G,100,6,831878
347,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-G,100,7,339564
348,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-G,100,8,237719
349,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-G,100,9,485499
350,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph,IF-G,100,10,599160
351,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-F,100,1,140892
352,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-F,100,2,905036
353,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-F,100,3,249524
354,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-F,100,4,247515
355,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-F,100,5,653160
356,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-F,100,6,831878
357,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-F,100,7,339564
358,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-F,100,8,237719
359,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-F,100,9,485499
360,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-F,100,10,599160
361,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-PRE,100,1,140892
362,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-PRE,100,2,905036
363,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-PRE,100,3,249524
364,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-PRE,100,4,247515
365,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-PRE,100,5,653160
366,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-PRE,100,6,831878
367,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-PRE,100,7,339564
368,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-PRE,100,8,237719
369,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-PRE,100,9,485499
370,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,USGS-PRE,100,10,599160
371,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,SGS,100,1,140892
372,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,SGS,100,2,905036
373,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,SGS,100,3,249524
374,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,SGS,100,4,247515
375,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,SGS,100,5,653160
376,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,SGS,100,6,831878
377,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,SGS,100,7,339564
378,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,SGS,100,8,237719
379,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,SGS,100,9,485499
380,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,SGS,100,10,599160
381,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-L,100,1,140892
382,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-L,100,2,905036
383,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-L,100,3,249524
384,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-L,100,4,247515
385,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-L,100,5,653160
386,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-L,100,6,831878
387,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-L,100,7,339564
388,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-L,100,8,237719
389,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-L,100,9,485499
390,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-L,100,10,599160
391,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-G,100,1,140892
392,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-G,100,2,905036
393,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-G,100,3,249524
394,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-G,100,4,247515
395,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-G,100,5,653160
396,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-G,100,6,831878
397,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-G,100,7,339564
398,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-G,100,8,237719
399,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-G,100,9,485499
400,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph,IF-G,100,10,599160
401,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-F,100,1,140892
402,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-F,100,2,905036
403,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-F,100,3,249524
404,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-F,100,4,247515
405,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-F,100,5,653160
406,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-F,100,6,831878
407,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-F,100,7,339564
408,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-F,100,8,237719
409,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-F,100,9,485499
410,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-F,100,10,599160
411,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-PRE,100,1,140892
412,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-PRE,100,2,905036
413,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-PRE,100,3,249524
414,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-PRE,100,4,247515
415,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-PRE,100,5,653160
416,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-PRE,100,6,831878
417,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-PRE,100,7,339564
418,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-PRE,100,8,237719
419,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-PRE,100,9,485499
420,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,USGS-PRE,100,10,599160
421,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,SGS,100,1,140892
422,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,SGS,100,2,905036
423,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,SGS,100,3,249524
424,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,SGS,100,4,247515
425,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,SGS,100,5,653160
426,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,SGS,100,6,831878
427,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,SGS,100,7,339564
428,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,SGS,100,8,237719
429,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,SGS,100,9,485499
430,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,SGS,100,10,599160
431,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-L,100,1,140892
432,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-L,100,2,905036
433,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-L,100,3,249524
434,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-L,100,4,247515
435,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-L,100,5,653160
436,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-L,100,6,831878
437,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-L,100,7,339564
438,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-L,100,8,237719
439,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-L,100,9,485499
440,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-L,100,10,599160
441,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-G,100,1,140892
442,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-G,100,2,905036
443,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-G,100,3,249524
444,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-G,100,4,247515
445,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-G,100,5,653160
446,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-G,100,6,831878
447,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-G,100,7,339564
448,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-G,100,8,237719
449,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-G,100,9,485499
450,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph,IF-G,100,10,599160
451,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-F,100,1,140892
452,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-F,100,2,905036
453,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-F,100,3,249524
454,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-F,100,4,247515
455,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-F,100,5,653160
456,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-F,100,6,831878
457,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-F,100,7,339564
458,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-F,100,8,237719
459,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-F,100,9,485499
460,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-F,100,10,599160
461,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-PRE,100,1,140892
462,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-PRE,100,2,905036
463,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-PRE,100,3,249524
464,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-PRE,100,4,247515
465,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-PRE,100,5,653160
466,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-PRE,100,6,831878
467,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-PRE,100,7,339564
468,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-PRE,100,8,237719
469,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-PRE,100,9,485499
470,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,USGS-PRE,100,10,599160
471,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,SGS,100,1,140892
472,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,SGS,100,2,905036
473,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,SGS,100,3,249524
474,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,SGS,100,4,247515
475,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,SGS,100,5,653160
476,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,SGS,100,6,831878
477,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,SGS,100,7,339564
478,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,SGS,100,8,237719
479,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,SGS,100,9,485499
480,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,SGS,100,10,599160
481,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-L,100,1,140892
482,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-L,100,2,905036
483,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-L,100,3,249524
484,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-L,100,4,247515
485,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-L,100,5,653160
486,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-L,100,6,831878
487,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-L,100,7,339564
488,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-L,100,8,237719
489,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-L,100,9,485499
490,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-L,100,10,599160
491,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-G,100,1,140892
492,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-G,100,2,905036
493,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-G,100,3,249524
494,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-G,100,4,247515
495,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-G,100,5,653160
496,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-G,100,6,831878
497,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-G,100,7,339564
498,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph,IF-G,100,8,237719
